seq1,seq2,item_id,category1,category2,item_definition,uni_lemma,word_1,word_2,word_3,word_for_llm,irregular,note,AoA,concreteness,iconicity,childBOI,adultBOI,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,phoneme,socialness,semD,valence,arousal,valence2,arousal2,dominance,imageability,babiness,frequency,mlu,contextD,word_used,prop50.1,prop50.2,prop50.3,prop50.4,prop50.5,prop40.1,prop40.2,prop40.3,prop40.4,prop40.5,prop30.1,prop30.2,prop30.3,prop30.4,prop30.5,prop20.1,prop20.2,prop20.3,prop20.4,prop20.5,prop10.1,prop10.2,prop10.3,prop10.4,prop10.5
409,410,item_410,action_words,verbs,chase,chase,chase,,,chase,FALSE,,28,3.48,3.272727273,4.47826087,2.043478261,0.882352941,0.176470588,0.294117647,0.470588235,0,3.470588235,3.619047619,1.380952381,1.523809524,0.238095238,1.333333333,3,4.380952381,1.685706937,3.77,6.6,6.23,3.4,4.68,4.4,3.8,5563.100436,8.50877193,107,chase,test,training,training,test,training,test,test,test,test,training,test,test,test,test,training,training,test,test,test,training,test,test,test,test,test
410,411,item_411,action_words,verbs,clap,clap,clap,,,clap,FALSE,,24,4.16,6.1,6.192307692,4.04,4.625,0,2.833333333,0.625,0,3.75,0.3,4.55,1.5,0.25,0.55,4,,1.638289083,6.05,5.15,3.95,4.85,6.19,5.6,6.15,4745.180899,4.905286344,155,clap,training,training,test,training,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test
412,413,item_413,action_words,verbs,climb,climb,climb,,,climb,FALSE,,26,4.11,4.3,4.444444444,2.782608696,0.684210526,0.263157895,2.368421053,1.578947368,0.157894737,2.736842105,4.25,4.2,2.65,0.75,3.3,4,2.772727273,1.435238378,5.62,3.95,4.38,6.05,5.61,5.4,2.909090909,1519.125702,7.728096677,240,climb,training,test,test,test,training,test,test,test,training,training,test,test,test,test,training,test,test,test,test,training,test,test,test,test,test
413,414,item_414,action_words,verbs,close,close,close,,,close,FALSE,,25,3.2,3.9,3.76,1.625,2.526315789,0.421052632,2.368421053,1.368421053,0.684210526,3.842105263,1.380952381,2.761904762,3,1.380952381,1.523809524,4,3.863636364,2.215783077,5.23,3.81,4.77,6.19,5.94,3.7,5.615384615,1848.116145,6.052588332,434,close,test,training,training,test,test,test,test,test,training,test,training,test,training,test,test,test,training,test,training,test,test,test,training,test,test
414,415,item_415,action_words,verbs,cook,cook,cook,,,cook,FALSE,,26,4.32,4.272727273,4.875,3.923076923,2.6875,2.625,2.875,0.9375,4.25,4.25,1.045454545,4.272727273,3.5,2.090909091,0.727272727,3,,1.624951362,7.12,4.33,2.88,5.67,6.25,5.4,2.083333333,3067.10471,6.874015748,376,cook,test,test,training,training,test,test,training,training,test,test,training,test,test,training,test,test,test,test,training,test,test,test,test,test,test
415,416,item_416,action_words,verbs,cover,cover (action),cover,,,cover,FALSE,,28,4.23,3.8,4.041666667,4.25,0.757575758,0,2.575757576,0.303030303,0.181818182,3.212121212,1.34375,3,2,1.1875,1.34375,4,,2.082871051,5.59,3.76,4.41,6.24,5.78,,3.083333333,1607.541496,7.92248062,231,cover,test,training,test,training,training,test,training,training,training,training,training,test,test,test,training,test,test,test,test,training,test,test,test,test,training
416,417,item_417,action_words,verbs,cry,cry,cry,,,cry,FALSE,,24,4,4.846153846,4.395833333,2.695652174,3.8125,0.5,0.625,3.875,0.0625,4.0625,0.5,1.05,4.35,2.7,1.4,3,,1.651903761,3.22,5.45,6.78,4.55,2.56,5.3,8,1358.610821,6.775577558,266,cry,test,test,training,training,test,test,test,test,training,test,training,test,test,test,test,training,test,test,test,test,test,test,test,test,test
417,418,item_418,action_words,verbs,cut,cut,cut,,,cut,FALSE,,27,4.55,5.3,4.933333333,2.84,0.95,0.05,3.45,2.15,0.1,3.25,1.263157895,4.210526316,1.842105263,1.052631579,1.315789474,3,,2.101527693,3.9,5.07,6.1,4.93,4.55,5.1,1.9375,1824.254561,8.270392749,450,cut,test,training,test,training,training,training,test,training,test,training,test,training,training,test,test,test,test,training,test,test,test,test,test,test,test
418,419,item_419,action_words,verbs,dance,dance,dance,,,dance,FALSE,,24,4.32,4.545454545,4.78125,4.44,1.473684211,0,1.842105263,2.526315789,0.052631579,4.473684211,4.55,3.65,2.55,0.8,3.4,4,5.608695652,1.364815426,7.27,5.48,2.73,4.52,6.28,5.6,3.545454545,3124.489101,5.965357968,299,dance,training,test,test,test,training,test,test,training,test,test,test,test,training,training,test,test,test,test,test,test,test,test,training,test,test
419,420,item_420,action_words,verbs,draw,draw,draw,,,draw,FALSE,,26,3.97,4.7,5.16,3.37037037,0.3125,0,2.375,0.5,0.0625,4.0625,0,4.055555556,2.722222222,0.055555556,0.444444444,3,,2.104871011,6.18,3.6,3.82,6.4,6.37,5,3.3,3886.721206,6.758149317,452,draw,training,test,training,test,training,training,test,test,test,training,training,training,test,test,training,test,test,test,training,test,test,test,test,test,test
421,422,item_422,action_words,verbs,drive,drive,drive,,,drive,FALSE,,26,3.86,3,4.178571429,2.565217391,1.944444444,0,2.666666667,1.388888889,0.222222222,4.111111111,4,4.476190476,4.238095238,0.80952381,2.666666667,4,,1.879961509,6.5,4.19,3.5,5.81,5.67,5.3,2.4,1361.882931,7.966165414,259,drive,test,training,test,test,test,training,test,training,test,test,test,test,training,test,test,test,test,test,training,test,test,test,test,test,test
422,423,item_423,action_words,verbs,drop,drop,drop,,,drop,FALSE,,27,4.21,5.1,3.961538462,3.08,1.882352941,0.294117647,1.529411765,0.764705882,0,3.764705882,1.473684211,3.526315789,1.789473684,0.894736842,1.263157895,4,,2.073400079,4.23,4.67,5.77,5.33,4.82,4.3,2.538461538,1266.424709,6.567307692,199,drop,training,test,training,test,test,training,test,test,test,test,test,training,test,test,test,test,training,training,test,test,test,test,test,test,test
424,425,item_425,action_words,verbs,dump,dump,dump,,,dump,FALSE,,30,3.93,5.7,3.6,2.8,1.263157895,0,0.894736842,0.526315789,1.631578947,3.315789474,1.238095238,3.047619048,2.19047619,0.857142857,1.619047619,4,,1.518357201,3.73,3.67,6.27,6.33,4.5,4.7,2.363636364,2178.994594,6.942760943,219,dump,training,test,test,test,training,test,training,test,test,training,training,test,test,test,test,test,training,test,test,test,test,test,test,test,test
425,426,item_426,action_words,verbs,eat,eat,eat,,,eat,FALSE,,21,4.44,3.636363636,5.791666667,3.125,1.263157895,4.526315789,2.157894737,2.473684211,2.421052632,2.631578947,0.05,2.9,2,4.85,1.6,2,,1.601124972,7.1,4.38,2.9,5.62,7.26,4.8,6.1,5220.065011,7.35454079,1448,eat,test,test,training,training,test,test,training,training,training,test,test,test,test,training,test,test,test,test,test,test,test,training,test,test,test
426,427,item_427,action_words,verbs,fall,fall,fall,,,fall,FALSE,,24,4.04,3.8,4,2.310344828,2.5,0,1.611111111,2.388888889,0.5,4.166666667,3,2.619047619,2.047619048,1.047619048,2.476190476,3,,2.140053526,3.89,4.24,6.11,5.76,3.83,4.8,4.181818182,2068.636641,6.735324408,467,fall,training,test,test,training,test,training,training,training,test,test,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test
427,428,item_428,action_words,verbs,feed,feed,feed,,,feed,FALSE,,27,4.17,4.5,3.96,3,0.588235294,2.470588235,2.411764706,1.235294118,1.647058824,3.176470588,0.2,2.75,2.3,3.2,1.5,3,,1.71290277,6.95,4.55,3.05,5.45,6.79,4.4,6.2,2703.253876,7.746987952,415,feed,test,test,training,training,training,training,test,test,training,training,test,training,test,training,training,test,test,test,test,test,test,training,test,test,test
428,429,item_429,action_words,verbs,find,find,find,,,find,FALSE,,26,2.63,3.4,3,2.4,1.888888889,0.166666667,1.833333333,0.166666667,0.388888889,3.444444444,0.9,1.65,2.15,0.65,0.35,4,2.434782609,2.180585141,6.45,3.52,3.55,6.48,6.24,2.5,2.909090909,2434.12902,7.625652498,1120,find,test,test,training,test,training,test,training,training,test,training,test,test,test,training,training,test,training,training,training,training,training,test,test,test,training
429,430,item_430,action_words,verbs,finish,finish,finish,,,finish,FALSE,,28,2.89,3.909090909,3.777777778,2.192307692,1.6875,0.5625,1,1.5625,0.3125,3.0625,1.722222222,1.833333333,1.722222222,1.333333333,1.111111111,5,2.380952381,1.7672334,6.41,3.81,3.59,6.19,6.44,,1.090909091,1548.953943,8.180039139,403,finish,test,test,test,training,training,test,test,test,training,training,test,test,test,training,test,test,training,test,training,test,test,test,test,test,test
430,431,item_431,action_words,verbs,fit,fit,fit,,,fit,FALSE,,29,2.7,5,3.25,2.590909091,0.666666667,0,1.833333333,2.166666667,0,4.333333333,2.714285714,2.857142857,1.428571429,0.476190476,2.571428571,3,4.090909091,2.043671477,6.28,4.35,3.72,5.65,6.11,3.1,1.666666667,2385.66079,7.834654587,439,fit,test,test,test,training,training,test,training,test,training,training,test,training,test,training,training,training,training,test,training,training,test,test,test,test,training
431,432,item_432,action_words,verbs,fix,fix,fix,,,fix,FALSE,,26,2.93,3.8,4.074074074,2.125,1.611111111,0.444444444,2.111111111,0.5,0.277777778,3.722222222,1,3.55,2.7,1.5,1.25,4,3.272727273,1.888377057,6.11,3.6,3.89,6.4,6.72,3.2,2.090909091,1918.077692,6.921956296,515,fix,training,training,test,test,test,training,test,training,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test,test,test
432,433,item_433,action_words,verbs,get,get,get,,,get,FALSE,,25,2.38,2.636363636,3.423076923,2.333333333,1.470588235,0.647058824,1.529411765,1,0.588235294,2.470588235,1,2.952380952,1.571428571,0.952380952,0.666666667,3,,2.05175402,6.09,3.67,3.91,6.33,5.65,1.7,3.625,4586.391842,7.81065005,2613,get,test,test,training,test,training,test,test,training,training,training,training,test,test,training,test,test,training,test,test,test,test,test,test,test,test
433,434,item_434,action_words,verbs,give,give,give,,,give,FALSE,,26,2.83,3.2,3.607142857,1.92,1.888888889,0,1.222222222,1.333333333,0,3.555555556,0.80952381,3.333333333,2.380952381,2,0.714285714,3,5.681818182,2.247112998,7.73,4.57,2.27,5.43,5.72,2.8,3.5,3384.193678,7.928201332,1270,give,training,training,test,training,test,training,test,test,test,test,test,test,test,test,test,test,training,test,training,test,training,test,training,test,test
434,435,item_435,action_words,verbs,go,go,go,,,go,FALSE,,20,3.15,4.9,3.444444444,1.541666667,1.736842105,0.473684211,0.736842105,1.894736842,0.578947368,2.421052632,3.6,1.95,2.6,1.75,1.75,2,2.782608696,2.069097593,6.32,4.86,3.68,5.14,5.33,2.2,2.9,7268.655402,6.536696369,2893,go,test,training,training,training,test,training,test,training,test,test,test,test,test,training,test,test,test,training,test,test,test,test,test,test,test
435,436,item_436,action_words,verbs,hate,hate,hate,,,hate,FALSE,,,1.97,4.214285714,2.533333333,1.608695652,2.684210526,0.210526316,1.052631579,3.578947368,0.315789474,2.789473684,0.714285714,1.19047619,2.952380952,1.952380952,0.857142857,3,5.545454545,1.597472876,1.96,6.26,8.04,3.74,4.47,3,2.75,1801.510808,9.372093023,65,hate,test,training,training,test,training,test,test,test,test,training,test,training,test,training,training,test,test,test,test,training,test,test,test,test,training
436,437,item_437,action_words,verbs,have,have,have,,,have,FALSE,,26,2.18,3.181818182,2.977777778,1.541666667,1.45,0.85,1.8,1.1,0.5,2.45,0.736842105,2.210526316,1.894736842,1.263157895,0.684210526,3,,2.352656206,5.86,3.52,4.14,6.48,5.72,1.9,3.75,7087.97923,8.642711864,3519,have,training,training,training,training,test,test,training,test,test,test,test,test,training,test,test,test,test,training,test,test,test,test,test,test,test
437,438,item_438,action_words,verbs,hear,hear,hear,,,hear,FALSE,,27,3.66,3.9,3.62962963,1.769230769,4.611111111,0,0.111111111,0.5,0,0.055555556,0.157894737,0.473684211,4.684210526,0.473684211,0.526315789,3,4.772727273,1.83326004,6.68,3.62,3.32,6.38,6.71,3.3,4.6,1412.244264,6.639543183,718,hear,test,training,training,test,training,test,test,test,test,training,test,test,test,test,test,test,training,test,training,test,test,test,test,test,test
438,439,item_439,action_words,verbs,help,help,help,,,help,FALSE,,23,2.56,3.7,3.642857143,2.541666667,2.923076923,0.538461538,1.423076923,1.423076923,0.346153846,3.153846154,2.19047619,2.952380952,3.380952381,2.666666667,2.047619048,4,5.333333333,2.161546411,6.95,4.29,3.05,5.71,6.89,2.8,5.833333333,2299.525,6.851758794,869,help,training,training,test,training,test,test,training,test,training,test,test,test,training,test,test,test,test,test,test,test,test,training,test,test,test
439,440,item_440,action_words,verbs,hide,hide,hide,,,hide,FALSE,,26,3.21,3.416666667,3.913043478,2.44,1,0.25,0.45,0.5,0.3,3.25,2.631578947,2.263157895,2.578947368,1.263157895,2.368421053,3,3.80952381,1.832658535,4.9,3.52,5.1,6.48,4.85,3.7,4.75,2157.709697,7.142241379,235,hide,training,training,test,test,training,training,training,test,test,training,test,training,test,test,test,training,test,training,test,test,test,test,test,test,test
440,441,item_441,action_words,verbs,hit,hit,hit,,,hit,FALSE,,25,4.11,5.272727273,4.322580645,2.576923077,1.8,0.6,3.05,2.15,0.65,3.15,1.65,3.9,1.8,0.4,1.1,3,4.210526316,1.831218164,3.95,5.48,6.05,4.52,5.15,4.4,2.857142857,1517.452233,7.271914132,381,hit,test,training,test,test,training,training,training,training,test,training,test,training,training,test,training,test,test,test,test,training,test,test,test,training,test
441,442,item_442,action_words,verbs,hold,hold,hold,,,hold,FALSE,,26,3.68,4.5,4.945945946,2.32,0.352941176,0,4.352941176,0.647058824,0,3.588235294,0.684210526,4.578947368,1.631578947,1.315789474,0.789473684,4,3.19047619,2.149451501,6.05,4.86,3.95,5.14,5.67,4,6.684210526,2318.664836,6.451033243,688,hold,test,test,test,training,training,test,training,training,training,training,test,test,test,training,test,test,test,training,test,test,test,test,training,test,test
442,443,item_443,action_words,verbs,hug,hug,hug,,,hug,FALSE,,23,4.14,4.2,6.217391304,4.652173913,0.6875,0.3125,4.4375,2.75,0.4375,2.5,0.176470588,4.176470588,1.823529412,0.411764706,3.764705882,3,,1.497956581,8.23,4.85,1.77,5.15,6.8,5.9,7.7,2292.431051,5.687411598,296,hug,test,training,training,test,training,training,test,training,test,training,training,test,test,test,training,test,test,training,test,training,test,test,test,test,training
443,444,item_444,action_words,verbs,hurry,hurry,hurry,,,hurry,FALSE,,28,2.63,4.307692308,3.458333333,1.75,1.181818182,0,0.545454545,2.681818182,0,2.863636364,4.166666667,2.833333333,2.555555556,1.777777778,2.388888889,3,2.956521739,1.708674292,4.32,5.62,5.68,4.38,4.56,,2.727272727,1591.320589,6.103174603,160,hurry,training,test,training,training,test,test,training,test,test,test,test,test,test,test,test,test,test,training,test,test,test,training,test,test,test
444,445,item_445,action_words,verbs,jump,jump,jump,,,jump,FALSE,,24,4.52,5.6875,4.806451613,3.304347826,1.555555556,0,1.388888889,2.833333333,0,3.944444444,4.85,1.7,1.3,0.3,2.55,4,,1.819982196,6.44,5.14,3.56,4.86,5.72,4.8,3.6,2649.459578,5.23442623,307,jump,test,training,training,training,training,test,test,test,test,training,test,test,training,test,test,test,training,training,test,test,test,test,test,test,test
445,446,item_446,action_words,verbs,kick,kick,kick,,,kick,FALSE,,25,4.33,5.9,5,3,0.894736842,0.210526316,3.526315789,1.842105263,0.157894737,3.631578947,4.75,0.15,0.55,0,0.65,3,,1.418469327,4.55,5.1,5.45,4.9,5.1,5.1,5.928571429,4426.797558,5.679487179,196,kick,test,training,test,training,training,test,training,test,test,training,training,test,training,test,training,test,test,test,test,test,test,training,test,test,test
446,447,item_447,action_words,verbs,kiss,kiss,kiss,,,kiss,FALSE,,22,4.48,5.1,5.739130435,4.571428571,1.611111111,2.166666667,3.833333333,2.388888889,0.333333333,3.722222222,0.380952381,0.857142857,1.142857143,4.285714286,0.428571429,3,,1.288906545,7.78,6.05,2.22,3.95,6.52,6.1,6.466666667,2437.12656,5.989130435,494,kiss,training,training,test,training,training,test,test,test,test,training,training,test,test,test,training,test,training,training,test,training,test,test,test,test,test
447,448,item_448,action_words,verbs,knock,knock,knock,,,knock,FALSE,,26,4.24,4.727272727,4.96969697,3.16,3.823529412,0,2.882352941,1,0,2,0.55,4.45,2.3,0.35,0.25,3,2.954545455,1.893079394,5.44,3.95,4.56,6.05,5.11,4.9,1.923076923,2637.096879,6.850490196,236,knock,training,test,test,test,test,test,training,test,training,test,training,training,training,training,test,test,test,test,test,test,test,test,training,test,test
448,449,item_449,action_words,verbs,lick,lick,lick,,,lick,FALSE,,28,4.52,5.5,5.647058824,4.652173913,1.578947368,2.842105263,3.263157895,1.473684211,0.789473684,3.315789474,0.111111111,0.111111111,0.277777778,4.555555556,0.055555556,3,,1.584167232,6.38,6.2,3.62,3.8,5.97,5.3,3.571428571,1745.240643,6.338983051,149,lick,training,test,test,training,test,test,test,training,training,test,test,test,test,training,test,training,test,test,test,test,test,test,test,training,test
449,450,item_450,action_words,verbs,like,like,like,,,like,FALSE,,26,1.89,2.6,2.952380952,1.461538462,1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,3,,2.155526291,7.44,4.4,2.56,5.6,6.28,2.7,5.125,10880.25103,8.907507957,4341,like,test,test,training,test,test,test,test,training,training,test,test,test,training,test,test,test,test,test,test,test,test,test,test,test,test
450,451,item_451,action_words,verbs,listen,listen,listen,,,listen,FALSE,,28,3.47,3.8,3.652173913,2.652173913,4.55,0,0.05,0.5,0,1.2,0.109440267,0.211063373,4.772049171,0.271094403,0.145781119,5,5.4,1.72560944,6.91,3.76,3.09,6.24,5.56,,2.166666667,1318.890011,6.188099808,359,listen,training,test,test,training,training,test,training,test,test,training,test,test,training,test,training,test,training,training,test,training,training,test,test,test,test
451,452,item_452,action_words,verbs,look,look,look,,,look,FALSE,,25,2.96,5.6,4.565217391,2.681818182,0,0,0,0.055555556,0,4.222222222,0.35,0.4,4.55,0.55,0.5,3,3.666666667,2.017485684,5.95,3.76,4.05,6.24,5.88,3.9,3.25,10942.92857,5.135350941,2848,look,test,test,test,test,test,test,test,training,test,test,test,training,test,training,test,test,test,test,test,test,test,test,test,test,test
